name,official_name,slug,lga_key,lga,planning_region,zone,priority,page_status,index_recommendation,latitude,longitude,estimated_cbd_distance_km,nearby_areas,regional_anchors,property_profile,local_context,service_notes
Clematis,CLEMATIS,clematis,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-37.93246,145.41933,42.2,Emerald | Avonsleigh | Dewhurst,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Clematis is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Emerald, Avonsleigh, Dewhurst. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Cockatoo,COCKATOO,cockatoo,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-37.92593,145.50808,49.4,Avonsleigh | Mount Burnett | Nangana,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Cockatoo is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Avonsleigh, Mount Burnett, Nangana. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Cranbourne South,CRANBOURNE SOUTH,cranbourne-south,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-38.15495,145.25216,45.6,Botanic Ridge | Junction Village | Pearcedale,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Cranbourne South is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Botanic Ridge, Junction Village, Pearcedale. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Dalmore,DALMORE,dalmore,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-38.18413,145.4261,57.8,Tooradin | Cardinia | Koo Wee Rup,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Dalmore is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Tooradin, Cardinia, Koo Wee Rup. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Dandenong South,DANDENONG SOUTH,dandenong-south,GREATER DANDENONG,Greater Dandenong City,Southern,South-East Growth Corridor,3,coverage_only,False,-38.02794,145.22087,32.9,Eumemmerring | Hampton Park | Lynbrook,Dandenong CBD | Princes Highway and Monash Freeway | south-east employment precincts,established suburban and infill housing,"Dandenong South is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Eumemmerring, Hampton Park, Lynbrook. The broader catchment is shaped by Dandenong CBD, Princes Highway and Monash Freeway, south-east employment precincts. The local job mix commonly includes brick homes, units, newer townhouses and commercial premises.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Devon Meadows,DEVON MEADOWS,devon-meadows,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-38.17636,145.30901,50.5,Cannons Creek | Junction Village | Blind Bight,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Devon Meadows is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Cannons Creek, Junction Village, Blind Bight. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Dewhurst,DEWHURST,dewhurst,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-37.98007,145.46689,47.9,Mount Burnett | Beaconsfield Upper | Emerald,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Dewhurst is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Mount Burnett, Beaconsfield Upper, Emerald. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Emerald,EMERALD,emerald,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-37.94608,145.436,44.0,Clematis | Dewhurst | Avonsleigh,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Emerald is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Clematis, Dewhurst, Avonsleigh. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Eumemmerring,EUMEMMERRING,eumemmerring,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-37.99855,145.24685,32.3,Doveton | Hallam | Endeavour Hills,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Eumemmerring is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Doveton, Hallam, Endeavour Hills. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Gembrook,GEMBROOK,gembrook,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-37.94501,145.63905,61.1,Tynong North | Tonimbuk | Maryknoll,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Gembrook is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Tynong North, Tonimbuk, Maryknoll. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Guys Hill,GUYS HILL,guys-hill,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-38.01375,145.39167,43.7,Beaconsfield | Beaconsfield Upper | Harkaway,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Guys Hill is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Beaconsfield, Beaconsfield Upper, Harkaway. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Hallam,HALLAM,hallam,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-38.00755,145.26892,34.4,Eumemmerring | Doveton | Narre Warren,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Hallam is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Eumemmerring, Doveton, Narre Warren. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Harkaway,HARKAWAY,harkaway,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-37.99418,145.36003,40.2,Guys Hill | Narre Warren North | Berwick,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Harkaway is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Guys Hill, Narre Warren North, Berwick. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Junction Village,JUNCTION VILLAGE,junction-village,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-38.13601,145.29143,46.0,Botanic Ridge | Cranbourne | Cranbourne East,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Junction Village is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Botanic Ridge, Cranbourne, Cranbourne East. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
